cameraid,vehicleregistration,speed,speedlimit,locationlatitude,locationlongitude,time
Camera 32,W75,111,40,51.5128882949506,0.280805414414067,2017-08-30T16:34:52.0089213Z
Camera 11,K47,104,70,51.6479995269784,-0.489912629779328,2017-08-30T16:34:51.9478860Z
Camera 6,Y81,18,20,51.6071419506756,-0.189048482556971,2017-08-30T16:34:52.0248860Z
Camera 25,L34,14,30,51.518425959777,-0.400272391277868,2017-08-30T16:34:50.8218861Z
Camera 22,D65,0,60,51.2808709704299,-0.349814077345518,2017-08-30T16:34:52.0728866Z
Camera 44,B40,12,40,51.3542435046906,0.291285509025635,2017-08-30T16:34:52.0899198Z
Camera 27,D58,7,50,51.7176609518381,0.326906892997577,2017-08-30T16:34:50.9200226Z
Camera 25,A38,0,30,51.518425959777,-0.400272391277868,2017-08-30T16:34:52.0378859Z
Camera 47,M38,106,70,51.5803371476854,0.23584554070272,2017-08-30T16:34:52.1909208Z
Camera 43,A83,11,30,51.2233268041761,-0.427825092307253,2017-08-30T16:34:51.0298859Z
Camera 36,V96,5,20,51.680859282378,0.0148869331698217,2017-08-30T16:34:52.1669141Z
Camera 38,Y21,93,40,51.3485423636571,0.131531654242637,2017-08-30T16:34:52.2608910Z
Camera 14,H87,11,40,51.3315898387475,0.0980881892282903,2017-08-30T16:34:52.2748860Z
Camera 0,T20,10,20,51.3363706789483,0.228715979043229,2017-08-30T16:34:52.2608910Z
Camera 38,Y84,88,40,51.3485423636571,0.131531654242637,2017-08-30T16:34:52.3618889Z
Camera 30,E31,103,20,51.2422977904381,-0.275791971104562,2017-08-30T16:34:52.4929138Z
Camera 12,Z11,4,20,51.5046424132752,-0.0719003790568679,2017-08-30T16:34:52.4478862Z
Camera 41,J87,21,70,51.6705305834359,0.178651195989178,2017-08-30T16:34:51.3399216Z
Camera 19,G58,20,30,51.2199598143911,0.130932753972192,2017-08-30T16:34:52.5838863Z
Camera 45,J93,10,50,51.4964912206909,0.129299561418881,2017-08-30T16:34:52.6329153Z
Camera 23,W21,0,70,51.2884340682226,0.0107327492375126,2017-08-30T16:34:51.5468879Z
Camera 1,B93,2,30,51.2987386548789,-0.0151569348535957,2017-08-30T16:34:52.7738861Z
Camera 24,N96,20,20,51.5465129639504,-0.1937376746493,2017-08-30T16:34:52.7678860Z
Camera 13,Z68,9,30,51.6993799065426,-0.0751390999869216,2017-08-30T16:34:51.6029300Z
Camera 15,G57,37,50,51.3135642742163,0.121649782375957,2017-08-30T16:34:52.7738861Z
Camera 14,D58,20,40,51.3315898387475,0.0980881892282903,2017-08-30T16:34:52.8838879Z
Camera 0,X25,9,20,51.3363706789483,0.228715979043229,2017-08-30T16:34:52.9798863Z
Camera 37,F90,58,30,51.413342024153,-0.00153631866453974,2017-08-30T16:34:52.9879154Z
Camera 18,M97,14,20,51.655882654568,-0.543575567909062,2017-08-30T16:34:51.7869323Z
Camera 12,J12,3,20,51.5046424132752,-0.0719003790568679,2017-08-30T16:34:53.0408878Z
Camera 14,X92,20,40,51.3315898387475,0.0980881892282903,2017-08-30T16:34:52.9838877Z
Camera 0,T90,20,20,51.3363706789483,0.228715979043229,2017-08-30T16:34:53.0898860Z
Camera 21,T77,83,50,51.719368061522,-0.487923626080968,2017-08-30T16:34:51.9739140Z
Camera 13,Z44,17,30,51.6993799065426,-0.0751390999869216,2017-08-30T16:34:53.2149160Z
Camera 26,H62,20,40,51.5939539796656,-0.299903785865331,2017-08-30T16:34:52.0408862Z
Camera 11,R97,107,70,51.6479995269784,-0.489912629779328,2017-08-30T16:34:52.0478860Z
Camera 10,D47,15,60,51.3036396021554,-0.333704405472958,2017-08-30T16:34:53.2899152Z
Camera 47,K17,120,70,51.5803371476854,0.23584554070272,2017-08-30T16:34:53.3058906Z
Camera 31,A83,76,30,51.516913883196,0.174217979682664,2017-08-30T16:34:52.1909208Z
Camera 49,X32,88,30,51.4660728652435,-0.38382768819702,2017-08-30T16:34:53.5929025Z
Camera 35,J44,20,70,51.4130804902811,-0.179536756784336,2017-08-30T16:34:53.6049246Z
Camera 16,R63,20,60,51.4338229493116,-0.326779599495918,2017-08-30T16:34:52.4929138Z
Camera 9,V91,14,50,51.4243959437404,-0.0286479029013365,2017-08-30T16:34:53.7118859Z
Camera 35,B62,6,70,51.4130804902811,-0.179536756784336,2017-08-30T16:34:53.7148898Z
Camera 23,R18,20,70,51.2884340682226,0.0107327492375126,2017-08-30T16:34:53.6508881Z
Camera 8,N95,119,40,51.4364856461993,0.266487556052279,2017-08-30T16:34:53.8059197Z
Camera 13,W74,14,30,51.6993799065426,-0.0751390999869216,2017-08-30T16:34:53.8278861Z
Camera 5,Y96,8,70,51.5724160145348,-0.548802058902255,2017-08-30T16:34:53.7639151Z
Camera 24,L12,12,20,51.5465129639504,-0.1937376746493,2017-08-30T16:34:52.6658861Z
Camera 19,C91,0,30,51.2199598143911,0.130932753972192,2017-08-30T16:34:52.6868860Z
Camera 47,L63,120,70,51.5803371476854,0.23584554070272,2017-08-30T16:34:53.9059179Z
Camera 18,A41,0,20,51.655882654568,-0.543575567909062,2017-08-30T16:34:54.0018887Z
Camera 17,E32,8,70,51.6968471052884,-0.0339673934974359,2017-08-30T16:34:54.0239082Z
Camera 0,C15,6,20,51.3363706789483,0.228715979043229,2017-08-30T16:34:52.8739154Z
Camera 2,M37,12,40,51.4163621658107,-0.552565269149057,2017-08-30T16:34:54.0879152Z
Camera 9,C91,20,50,51.4243959437404,-0.0286479029013365,2017-08-30T16:34:53.0959416Z
Camera 41,H90,23,70,51.6705305834359,0.178651195989178,2017-08-30T16:34:54.4638900Z
Camera 14,H32,16,40,51.3315898387475,0.0980881892282903,2017-08-30T16:34:54.6028859Z
Camera 7,C26,57,30,51.3574101360434,-0.331879212122002,2017-08-30T16:34:53.5148859Z
Camera 2,B76,10,40,51.4163621658107,-0.552565269149057,2017-08-30T16:34:54.6979156Z
Camera 39,H14,11,50,51.6969429889397,-0.255128822346241,2017-08-30T16:34:53.5929025Z
Camera 35,X47,9,70,51.4130804902811,-0.179536756784336,2017-08-30T16:34:54.8218861Z
Camera 20,A21,6,40,51.3172513248692,-0.0620099612516122,2017-08-30T16:34:53.6659208Z
Camera 4,P85,6,60,51.497349752867,0.137551719111167,2017-08-30T16:34:54.8989210Z
Camera 48,E20,6,20,51.707702178406,-0.406872000734115,2017-08-30T16:34:54.9299153Z
Camera 10,H36,3,60,51.3036396021554,-0.333704405472958,2017-08-30T16:34:54.8989210Z
Camera 27,D92,8,50,51.7176609518381,0.326906892997577,2017-08-30T16:34:55.0359214Z
Camera 38,T92,77,40,51.3485423636571,0.131531654242637,2017-08-30T16:34:53.9648860Z
Camera 3,K76,59,50,51.6511492193817,0.175783756163873,2017-08-30T16:34:55.1019200Z
Camera 44,X35,0,40,51.3542435046906,0.291285509025635,2017-08-30T16:34:55.2148874Z
Camera 26,B13,6,40,51.5939539796656,-0.299903785865331,2017-08-30T16:34:55.2598868Z
Camera 40,G93,16,60,51.4172124813821,-0.278042005302346,2017-08-30T16:34:54.0879152Z
Camera 26,H33,11,40,51.5939539796656,-0.299903785865331,2017-08-30T16:34:54.1489200Z
Camera 43,Y95,17,30,51.2233268041761,-0.427825092307253,2017-08-30T16:34:55.2758864Z
Camera 33,S27,5,50,51.5100252604243,-0.1004507718998,2017-08-30T16:34:55.3848877Z
Camera 13,K56,15,30,51.6993799065426,-0.0751390999869216,2017-08-30T16:34:55.4328864Z
Camera 4,P62,0,60,51.497349752867,0.137551719111167,2017-08-30T16:34:55.5169139Z
Camera 16,E54,49,60,51.4338229493116,-0.326779599495918,2017-08-30T16:34:55.6028890Z
Camera 11,T28,115,70,51.6479995269784,-0.489912629779328,2017-08-30T16:34:55.6689283Z
Camera 46,G81,16,60,51.7131305584227,-0.412420534749942,2017-08-30T16:34:55.7279162Z
Camera 19,Y63,0,30,51.2199598143911,0.130932753972192,2017-08-30T16:34:55.8008859Z
Camera 5,L37,12,70,51.5724160145348,-0.548802058902255,2017-08-30T16:34:55.8698858Z
Camera 15,K86,62,50,51.3135642742163,0.121649782375957,2017-08-30T16:34:55.8898859Z
Camera 33,Y66,20,50,51.5100252604243,-0.1004507718998,2017-08-30T16:34:55.9938874Z
Camera 29,M58,20,70,51.2337321428303,0.203791193699911,2017-08-30T16:34:56.0078871Z
Camera 31,X51,54,30,51.516913883196,0.174217979682664,2017-08-30T16:34:54.8099190Z
Camera 6,G26,5,20,51.6071419506756,-0.189048482556971,2017-08-30T16:34:56.1278861Z
Camera 10,D82,20,60,51.3036396021554,-0.333704405472958,2017-08-30T16:34:56.1278861Z
Camera 38,F45,96,40,51.3485423636571,0.131531654242637,2017-08-30T16:34:56.0848864Z
Camera 39,R61,8,50,51.6969429889397,-0.255128822346241,2017-08-30T16:34:56.2028863Z
Camera 18,G47,11,20,51.655882654568,-0.543575567909062,2017-08-30T16:34:56.2088859Z
Camera 12,N94,0,20,51.5046424132752,-0.0719003790568679,2017-08-30T16:34:56.1438859Z
Camera 45,D11,9,50,51.4964912206909,0.129299561418881,2017-08-30T16:34:56.2458859Z
Camera 24,D66,20,20,51.5465129639504,-0.1937376746493,2017-08-30T16:34:56.3698860Z
Camera 43,P76,18,30,51.2233268041761,-0.427825092307253,2017-08-30T16:34:56.3878859Z
Camera 25,B76,10,30,51.518425959777,-0.400272391277868,2017-08-30T16:34:55.1798861Z
Camera 19,H12,20,30,51.2199598143911,0.130932753972192,2017-08-30T16:34:56.4018858Z
Camera 28,D85,26,60,51.2310339972853,-0.472023856598765,2017-08-30T16:34:55.3528859Z
Camera 41,M11,6,70,51.6705305834359,0.178651195989178,2017-08-30T16:34:56.5728863Z
Camera 34,W52,20,60,51.4544967464661,0.0636478516468955,2017-08-30T16:34:55.3708859Z
Camera 37,G73,40,30,51.413342024153,-0.00153631866453974,2017-08-30T16:34:56.5879146Z
Camera 30,T31,111,20,51.2422977904381,-0.275791971104562,2017-08-30T16:34:56.6028860Z
Camera 0,G98,19,20,51.3363706789483,0.228715979043229,2017-08-30T16:34:56.7118859Z
Camera 14,L16,20,40,51.3315898387475,0.0980881892282903,2017-08-30T16:34:56.7118859Z
Camera 10,K77,8,60,51.3036396021554,-0.333704405472958,2017-08-30T16:34:55.5169139Z
Camera 36,Z30,3,20,51.680859282378,0.0148869331698217,2017-08-30T16:34:56.7749161Z
Camera 43,E76,2,30,51.2233268041761,-0.427825092307253,2017-08-30T16:34:56.9928859Z
Camera 33,G66,11,50,51.5100252604243,-0.1004507718998,2017-08-30T16:34:57.1128859Z
Camera 27,R96,20,50,51.7176609518381,0.326906892997577,2017-08-30T16:34:57.1488860Z
Camera 42,K41,9,20,51.2852651665362,-0.535959605472034,2017-08-30T16:34:55.9468883Z
Camera 7,K68,29,30,51.3574101360434,-0.331879212122002,2017-08-30T16:34:57.1208859Z
Camera 32,W25,112,40,51.5128882949506,0.280805414414067,2017-08-30T16:34:57.2428859Z
Camera 20,W92,8,40,51.3172513248692,-0.0620099612516122,2017-08-30T16:34:57.2808862Z
Camera 21,Z94,120,50,51.719368061522,-0.487923626080968,2017-08-30T16:34:56.0848864Z
Camera 18,F12,8,20,51.655882654568,-0.543575567909062,2017-08-30T16:34:56.1018859Z
Camera 9,T65,25,50,51.4243959437404,-0.0286479029013365,2017-08-30T16:34:57.3238862Z
Camera 12,T40,0,20,51.5046424132752,-0.0719003790568679,2017-08-30T16:34:57.2608866Z
Camera 16,S23,88,60,51.4338229493116,-0.326779599495918,2017-08-30T16:34:56.2028863Z
Camera 1,F26,20,30,51.2987386548789,-0.0151569348535957,2017-08-30T16:34:57.3828859Z
Camera 13,V78,10,30,51.6993799065426,-0.0751390999869216,2017-08-30T16:34:57.5469305Z
Camera 29,S88,8,70,51.2337321428303,0.203791193699911,2017-08-30T16:34:57.6189204Z
Camera 34,F28,9,60,51.4544967464661,0.0636478516468955,2017-08-30T16:34:56.4978873Z
Camera 29,R96,20,70,51.2337321428303,0.203791193699911,2017-08-30T16:34:57.7179160Z
Camera 17,D85,20,70,51.6968471052884,-0.0339673934974359,2017-08-30T16:34:57.6349293Z
Camera 10,N97,14,60,51.3036396021554,-0.333704405472958,2017-08-30T16:34:57.7289155Z
Camera 0,E87,20,20,51.3363706789483,0.228715979043229,2017-08-30T16:34:57.8209159Z
Camera 32,F12,95,40,51.5128882949506,0.280805414414067,2017-08-30T16:34:56.6188861Z
Camera 32,Y26,116,40,51.5128882949506,0.280805414414067,2017-08-30T16:34:57.8519153Z
Camera 2,V17,11,40,51.4163621658107,-0.552565269149057,2017-08-30T16:34:57.8059314Z
Camera 22,D71,0,60,51.2808709704299,-0.349814077345518,2017-08-30T16:34:56.6818859Z
Camera 36,D14,20,20,51.680859282378,0.0148869331698217,2017-08-30T16:34:57.8828859Z
Camera 47,E35,116,70,51.5803371476854,0.23584554070272,2017-08-30T16:34:58.0178859Z
Camera 14,L52,6,40,51.3315898387475,0.0980881892282903,2017-08-30T16:34:56.8098859Z
Camera 48,M85,20,20,51.707702178406,-0.406872000734115,2017-08-30T16:34:58.0308862Z
Camera 4,X77,20,60,51.497349752867,0.137551719111167,2017-08-30T16:34:58.1178863Z
Camera 30,H71,95,20,51.2422977904381,-0.275791971104562,2017-08-30T16:34:58.2128859Z
Camera 49,C68,53,30,51.4660728652435,-0.38382768819702,2017-08-30T16:34:58.2128859Z
Camera 23,Y50,14,70,51.2884340682226,0.0107327492375126,2017-08-30T16:34:58.2698859Z
Camera 45,X68,20,50,51.4964912206909,0.129299561418881,2017-08-30T16:34:58.3519143Z
Camera 8,E97,91,40,51.4364856461993,0.266487556052279,2017-08-30T16:34:58.4208869Z
Camera 28,H13,23,60,51.2310339972853,-0.472023856598765,2017-08-30T16:34:58.4619277Z
Camera 0,Z80,10,20,51.3363706789483,0.228715979043229,2017-08-30T16:34:58.4208869Z
Camera 25,N35,4,30,51.518425959777,-0.400272391277868,2017-08-30T16:34:57.2808862Z
Camera 5,K24,13,70,51.5724160145348,-0.548802058902255,2017-08-30T16:34:58.4948860Z
Camera 25,B71,1,30,51.518425959777,-0.400272391277868,2017-08-30T16:34:57.3888859Z
Camera 43,F51,7,30,51.2233268041761,-0.427825092307253,2017-08-30T16:34:58.6109069Z
Camera 1,G32,3,30,51.2987386548789,-0.0151569348535957,2017-08-30T16:34:57.4898859Z
Camera 13,T65,20,30,51.6993799065426,-0.0751390999869216,2017-08-30T16:34:58.7649165Z
Camera 39,Z93,1,50,51.6969429889397,-0.255128822346241,2017-08-30T16:34:58.8098859Z
Camera 13,X51,7,30,51.6993799065426,-0.0751390999869216,2017-08-30T16:34:57.6489158Z
Camera 18,V65,2,20,51.655882654568,-0.543575567909062,2017-08-30T16:34:58.8449140Z
Camera 35,S68,21,70,51.4130804902811,-0.179536756784336,2017-08-30T16:34:58.9308876Z
Camera 25,A47,20,30,51.518425959777,-0.400272391277868,2017-08-30T16:34:58.9999251Z
Camera 26,F22,20,40,51.5939539796656,-0.299903785865331,2017-08-30T16:34:57.8828859Z
Camera 1,D53,9,30,51.2987386548789,-0.0151569348535957,2017-08-30T16:34:59.1028870Z
Camera 0,Z34,1,20,51.3363706789483,0.228715979043229,2017-08-30T16:34:59.0289257Z
Camera 48,R34,12,20,51.707702178406,-0.406872000734115,2017-08-30T16:34:59.1358859Z
Camera 6,C83,20,20,51.6071419506756,-0.189048482556971,2017-08-30T16:34:59.2478859Z
Camera 27,H98,3,50,51.7176609518381,0.326906892997577,2017-08-30T16:34:59.2478859Z
Camera 38,J88,98,40,51.3485423636571,0.131531654242637,2017-08-30T16:34:59.1969208Z
Camera 40,S16,20,60,51.4172124813821,-0.278042005302346,2017-08-30T16:34:59.3229146Z
Camera 7,T78,35,30,51.3574101360434,-0.331879212122002,2017-08-30T16:34:59.3428858Z
Camera 22,P47,4,60,51.2808709704299,-0.349814077345518,2017-08-30T16:34:59.2908858Z
Camera 41,J85,20,70,51.6705305834359,0.178651195989178,2017-08-30T16:34:58.1848866Z
Camera 40,V86,0,60,51.4172124813821,-0.278042005302346,2017-08-30T16:34:58.2008860Z
Camera 46,C42,15,60,51.7131305584227,-0.412420534749942,2017-08-30T16:34:58.3379259Z
Camera 14,B43,0,40,51.3315898387475,0.0980881892282903,2017-08-30T16:34:59.5408860Z
Camera 3,T56,50,50,51.6511492193817,0.175783756163873,2017-08-30T16:34:59.7178870Z
Camera 10,V96,20,60,51.3036396021554,-0.333704405472958,2017-08-30T16:34:59.8268864Z
Camera 2,R10,3,40,51.4163621658107,-0.552565269149057,2017-08-30T16:34:59.9159177Z
Camera 39,F96,20,50,51.6969429889397,-0.255128822346241,2017-08-30T16:34:59.9308894Z
Camera 27,Z30,3,50,51.7176609518381,0.326906892997577,2017-08-30T16:34:59.8588870Z
Camera 7,N94,30,30,51.3574101360434,-0.331879212122002,2017-08-30T16:34:58.7289233Z
Camera 32,J67,114,40,51.5128882949506,0.280805414414067,2017-08-30T16:34:59.9679217Z
Camera 20,J14,8,40,51.3172513248692,-0.0620099612516122,2017-08-30T16:34:59.9978890Z
Camera 9,T27,27,50,51.4243959437404,-0.0286479029013365,2017-08-30T16:34:59.9459203Z
Camera 19,T53,14,30,51.2199598143911,0.130932753972192,2017-08-30T16:35:00.0118949Z
Camera 31,D91,78,30,51.516913883196,0.174217979682664,2017-08-30T16:34:58.9058876Z
Camera 14,X54,20,40,51.3315898387475,0.0980881892282903,2017-08-30T16:34:58.9158878Z
Camera 21,X76,100,50,51.719368061522,-0.487923626080968,2017-08-30T16:35:00.1959202Z
Camera 4,F35,20,60,51.497349752867,0.137551719111167,2017-08-30T16:35:00.2268859Z
Camera 15,R26,79,50,51.3135642742163,0.121649782375957,2017-08-30T16:34:59.0568860Z
Camera 43,Y63,20,30,51.2233268041761,-0.427825092307253,2017-08-30T16:35:00.2268859Z
Camera 16,A96,98,60,51.4338229493116,-0.326779599495918,2017-08-30T16:35:00.3108859Z
Camera 3,G94,73,50,51.6511492193817,0.175783756163873,2017-08-30T16:35:00.3208942Z
Camera 18,K55,1,20,51.655882654568,-0.543575567909062,2017-08-30T16:35:00.4458859Z
Camera 9,L56,26,50,51.4243959437404,-0.0286479029013365,2017-08-30T16:35:00.5429217Z
Camera 44,V20,1,40,51.3542435046906,0.291285509025635,2017-08-30T16:34:59.3229146Z
Camera 18,R82,14,20,51.655882654568,-0.543575567909062,2017-08-30T16:35:00.5388985Z
Camera 0,S82,11,20,51.3363706789483,0.228715979043229,2017-08-30T16:35:00.6219218Z
Camera 34,T36,5,60,51.4544967464661,0.0636478516468955,2017-08-30T16:35:00.6219218Z
Camera 42,J64,20,20,51.2852651665362,-0.535959605472034,2017-08-30T16:35:00.5708859Z
Camera 33,N50,9,50,51.5100252604243,-0.1004507718998,2017-08-30T16:35:00.7278860Z
Camera 9,G58,1,50,51.4243959437404,-0.0286479029013365,2017-08-30T16:35:00.6478864Z
Camera 30,E30,67,20,51.2422977904381,-0.275791971104562,2017-08-30T16:35:00.8249190Z
Camera 47,V64,92,70,51.5803371476854,0.23584554070272,2017-08-30T16:34:59.6199157Z
Camera 47,L12,109,70,51.5803371476854,0.23584554070272,2017-08-30T16:34:59.7138867Z
Camera 22,B50,20,60,51.2808709704299,-0.349814077345518,2017-08-30T16:35:00.8988904Z
Camera 20,L57,20,40,51.3172513248692,-0.0620099612516122,2017-08-30T16:34:59.8898859Z
Camera 14,X17,12,40,51.3315898387475,0.0980881892282903,2017-08-30T16:35:01.1499227Z
Camera 5,H86,14,70,51.5724160145348,-0.548802058902255,2017-08-30T16:35:01.2078858Z
Camera 32,V45,95,40,51.5128882949506,0.280805414414067,2017-08-30T16:35:00.0699266Z
Camera 23,B87,20,70,51.2884340682226,0.0107327492375126,2017-08-30T16:35:01.3849029Z
Camera 21,M52,102,50,51.719368061522,-0.487923626080968,2017-08-30T16:35:01.3128859Z
Camera 16,D33,91,60,51.4338229493116,-0.326779599495918,2017-08-30T16:35:01.4218859Z
Camera 17,L95,6,70,51.6968471052884,-0.0339673934974359,2017-08-30T16:35:00.2569139Z
Camera 11,M43,100,70,51.6479995269784,-0.489912629779328,2017-08-30T16:35:00.2809142Z
Camera 39,D10,20,50,51.6969429889397,-0.255128822346241,2017-08-30T16:35:01.5408873Z
Camera 16,W66,118,60,51.4338229493116,-0.326779599495918,2017-08-30T16:35:01.5258874Z
Camera 45,F14,11,50,51.4964912206909,0.129299561418881,2017-08-30T16:35:01.4668858Z
Camera 2,D60,20,40,51.4163621658107,-0.552565269149057,2017-08-30T16:35:00.5289215Z
Camera 15,T42,79,50,51.3135642742163,0.121649782375957,2017-08-30T16:35:01.6719138Z
Camera 6,Y17,1,20,51.6071419506756,-0.189048482556971,2017-08-30T16:35:01.8588864Z
Camera 12,A92,8,20,51.5046424132752,-0.0719003790568679,2017-08-30T16:35:01.8818068Z
Camera 37,G52,79,30,51.413342024153,-0.00153631866453974,2017-08-30T16:35:00.6999153Z
Camera 40,M20,20,60,51.4172124813821,-0.278042005302346,2017-08-30T16:35:01.9308860Z
Camera 35,Y25,19,70,51.4130804902811,-0.179536756784336,2017-08-30T16:35:02.0428859Z
Camera 40,Y70,5,60,51.4172124813821,-0.278042005302346,2017-08-30T16:35:02.0369211Z
Camera 32,Z50,93,40,51.5128882949506,0.280805414414067,2017-08-30T16:35:02.1808866Z
Camera 25,W21,11,30,51.518425959777,-0.400272391277868,2017-08-30T16:35:02.1189144Z
Camera 24,P15,19,20,51.5465129639504,-0.1937376746493,2017-08-30T16:35:00.9829141Z
Camera 5,V52,4,70,51.5724160145348,-0.548802058902255,2017-08-30T16:35:01.1048860Z
Camera 49,F13,94,30,51.4660728652435,-0.38382768819702,2017-08-30T16:35:02.3278862Z
Camera 33,S73,9,50,51.5100252604243,-0.1004507718998,2017-08-30T16:35:02.3368860Z
Camera 29,T33,13,70,51.2337321428303,0.203791193699911,2017-08-30T16:35:02.3278862Z
Camera 26,W81,6,40,51.5939539796656,-0.299903785865331,2017-08-30T16:35:02.5028859Z
Camera 47,F68,82,70,51.5803371476854,0.23584554070272,2017-08-30T16:35:01.3128859Z
Camera 19,Y14,0,30,51.2199598143911,0.130932753972192,2017-08-30T16:35:02.6229136Z
Camera 2,E96,0,40,51.4163621658107,-0.552565269149057,2017-08-30T16:35:02.6369138Z
Camera 31,C10,70,30,51.516913883196,0.174217979682664,2017-08-30T16:35:02.5719144Z
Camera 39,B15,29,50,51.6969429889397,-0.255128822346241,2017-08-30T16:35:02.6537867Z
Camera 38,P53,91,40,51.3485423636571,0.131531654242637,2017-08-30T16:35:02.8048859Z
Camera 41,P13,22,70,51.6705305834359,0.178651195989178,2017-08-30T16:35:02.8048859Z
Camera 46,L15,14,60,51.7131305584227,-0.412420534749942,2017-08-30T16:35:02.9468860Z
Camera 17,K68,18,70,51.6968471052884,-0.0339673934974359,2017-08-30T16:35:02.8748899Z
Camera 29,L60,12,70,51.2337321428303,0.203791193699911,2017-08-30T16:35:02.9628860Z
Camera 43,E77,13,30,51.2233268041761,-0.427825092307253,2017-08-30T16:35:01.8278884Z
Camera 6,R80,20,20,51.6071419506756,-0.189048482556971,2017-08-30T16:35:02.9628860Z
Camera 20,Z42,11,40,51.3172513248692,-0.0620099612516122,2017-08-30T16:35:03.1058859Z
Camera 35,F88,4,70,51.4130804902811,-0.179536756784336,2017-08-30T16:35:03.1559141Z
Camera 36,T51,20,20,51.680859282378,0.0148869331698217,2017-08-30T16:35:01.9989140Z
Camera 8,L46,93,40,51.4364856461993,0.266487556052279,2017-08-30T16:35:03.1559141Z
Camera 8,N83,82,40,51.4364856461993,0.266487556052279,2017-08-30T16:35:02.0259141Z
Camera 48,Z16,1,20,51.707702178406,-0.406872000734115,2017-08-30T16:35:03.2489160Z
Camera 2,H82,20,40,51.4163621658107,-0.552565269149057,2017-08-30T16:35:03.2489160Z
Camera 8,Y34,70,40,51.4364856461993,0.266487556052279,2017-08-30T16:35:03.2518862Z
Camera 40,Z55,11,60,51.4172124813821,-0.278042005302346,2017-08-30T16:35:02.1458892Z
Camera 11,K17,95,70,51.6479995269784,-0.489912629779328,2017-08-30T16:35:03.3878860Z
Camera 38,S76,94,40,51.3485423636571,0.131531654242637,2017-08-30T16:35:03.4168863Z
Camera 30,A90,102,20,51.2422977904381,-0.275791971104562,2017-08-30T16:35:03.4318865Z
Camera 7,H97,79,30,51.3574101360434,-0.331879212122002,2017-08-30T16:35:03.4478860Z
Camera 10,A41,20,60,51.3036396021554,-0.333704405472958,2017-08-30T16:35:03.4318865Z
Camera 6,J88,12,20,51.6071419506756,-0.189048482556971,2017-08-30T16:35:03.5778859Z
Camera 16,R26,109,60,51.4338229493116,-0.326779599495918,2017-08-30T16:35:03.6338864Z
Camera 46,F52,7,60,51.7131305584227,-0.412420534749942,2017-08-30T16:35:03.5598859Z
Camera 28,G14,42,60,51.2310339972853,-0.472023856598765,2017-08-30T16:35:02.5719144Z
Camera 1,T41,17,30,51.2987386548789,-0.0151569348535957,2017-08-30T16:35:03.7119160Z
Camera 5,J24,8,70,51.5724160145348,-0.548802058902255,2017-08-30T16:35:03.8249202Z
Camera 28,C58,39,60,51.2310339972853,-0.472023856598765,2017-08-30T16:35:02.6828859Z
Camera 5,P72,12,70,51.5724160145348,-0.548802058902255,2017-08-30T16:35:03.9249149Z
Camera 25,K45,12,30,51.518425959777,-0.400272391277868,2017-08-30T16:35:02.7279196Z
Camera 3,E58,104,50,51.6511492193817,0.175783756163873,2017-08-30T16:35:03.9329149Z
Camera 44,S93,0,40,51.3542435046906,0.291285509025635,2017-08-30T16:35:04.0419204Z
Camera 24,W25,18,20,51.5465129639504,-0.1937376746493,2017-08-30T16:35:04.0879256Z
Camera 44,L18,14,40,51.3542435046906,0.291285509025635,2017-08-30T16:35:02.9319035Z
Camera 18,M16,10,20,51.655882654568,-0.543575567909062,2017-08-30T16:35:04.1498859Z
Camera 18,S17,3,20,51.655882654568,-0.543575567909062,2017-08-30T16:35:04.2579139Z
Camera 37,B82,82,30,51.413342024153,-0.00153631866453974,2017-08-30T16:35:04.3168858Z
Camera 34,L33,4,60,51.4544967464661,0.0636478516468955,2017-08-30T16:35:03.2309142Z
Camera 27,F22,5,50,51.7176609518381,0.326906892997577,2017-08-30T16:35:04.4719206Z
Camera 11,E22,86,70,51.6479995269784,-0.489912629779328,2017-08-30T16:35:04.4829200Z
Camera 15,V34,119,50,51.3135642742163,0.121649782375957,2017-08-30T16:35:03.2788859Z
Camera 47,Z97,100,70,51.5803371476854,0.23584554070272,2017-08-30T16:35:04.4169149Z
Camera 13,P70,16,30,51.6993799065426,-0.0751390999869216,2017-08-30T16:35:03.3748858Z
Camera 7,C38,73,30,51.3574101360434,-0.331879212122002,2017-08-30T16:35:04.5558948Z
Camera 21,N57,106,50,51.719368061522,-0.487923626080968,2017-08-30T16:35:03.4318865Z
Camera 9,R28,20,50,51.4243959437404,-0.0286479029013365,2017-08-30T16:35:04.7648860Z
Camera 39,P96,29,50,51.6969429889397,-0.255128822346241,2017-08-30T16:35:04.7648860Z
Camera 4,J71,12,60,51.497349752867,0.137551719111167,2017-08-30T16:35:04.8239144Z
Camera 33,Z77,8,50,51.5100252604243,-0.1004507718998,2017-08-30T16:35:04.9379214Z
Camera 16,H64,116,60,51.4338229493116,-0.326779599495918,2017-08-30T16:35:03.7369056Z
Camera 4,T80,20,60,51.497349752867,0.137551719111167,2017-08-30T16:35:04.9909227Z
Camera 12,T37,3,20,51.5046424132752,-0.0719003790568679,2017-08-30T16:35:04.9950486Z
Camera 36,Y86,0,20,51.680859282378,0.0148869331698217,2017-08-30T16:35:05.1109149Z
Camera 5,A31,7,70,51.5724160145348,-0.548802058902255,2017-08-30T16:35:05.1459149Z
Camera 22,N24,29,60,51.2808709704299,-0.349814077345518,2017-08-30T16:35:04.0098891Z
