Ticker,ClosingPrice,OpeningPrice,PriceChange,PercentChange,HourOfLastTrade,Suspicious
EE0S,64,72,8,-11.11111111,9,NO
C42A,70,96,26,-27.08333333,9,NO
DH5J,25,24,-1,4.166666667,17,NO
OHBR,19,77,58,-75.32467532,9,NO
DBZG,0,14,14,-100,10,NO
QXY5,12,27,15,-55.55555556,14,NO
DBWM,5,14,9,-64.28571429,16,NO
CU14,2,26,24,-92.30769231,11,NO
0F2E,69,93,24,-25.80645161,16,NO
CIAW,40,92,52,-56.52173913,12,NO
G3XP,7,52,45,-86.53846154,16,NO
1PZ2,2,25,23,-92,9,NO
0AAH,0,49,49,-100,17,NO
SUR1,11,27,16,-59.25925926,15,NO
BEHY,79,98,19,-19.3877551,9,NO
JEKQ,4,0,-4,Infinity,13,NO
3IP1,3,5,2,-40,12,NO
SKGG,25,34,9,-26.47058824,13,NO
0F2E,69,93,24,-25.80645161,16,NO
XMSH,28,65,37,-56.92307692,11,NO
JQTM,26,60,34,-56.66666667,14,NO
HXA2,13,11,-2,18.18181818,17,NO
V20F,21,53,32,-60.37735849,12,NO
FX4F,1,56,55,-98.21428571,15,NO
3I10,55,55,0,0,9,NO
3IP1,2,5,3,-60,13,NO
0F2E,67,93,26,-27.95698925,13,NO
UBJP,28,59,31,-52.54237288,17,NO
W1A3,58,70,12,-17.14285714,9,NO
0KO1,0,11,11,-100,12,NO
DH5J,25,24,-1,4.166666667,16,NO
UH1P,8,58,50,-86.20689655,10,NO
5T3E,14,34,20,-58.82352941,15,NO
VSJV,74,84,10,-11.9047619,9,NO
K2KI,17,12,-5,41.66666667,14,NO
EE0S,64,72,8,-11.11111111,16,NO
SUR1,8,27,19,-70.37037037,12,NO
KV5X,4,39,35,-89.74358974,17,NO
NRRO,36,61,25,-40.98360656,15,NO
UNU4,0,18,18,-100,10,NO
WTKH,39,99,60,-60.60606061,14,NO
AXTV,15,6,-9,150,9,NO
2TRU,57,101,44,-43.56435644,10,NO
XIHC,51,71,20,-28.16901408,9,NO
H3XQ,18,48,30,-62.5,12,NO
JWUI,6,3,-3,100,15,NO
XIHC,54,71,17,-23.94366197,12,NO
DBLL,47,98,51,-52.04081633,11,NO
UXWV,42,74,32,-43.24324324,17,NO
4U0Z,18,51,33,-64.70588235,11,NO
L3AP,13,46,33,-71.73913043,11,NO
3G3Y,1,0,-1,Infinity,10,NO
UUYC,17,11,-6,54.54545455,17,NO
0AAH,0,49,49,-100,13,NO
2T0Y,0,11,11,-100,16,NO
5T3E,10,34,24,-70.58823529,12,NO
3I10,54,55,1,-1.818181818,15,NO
XIHC,50,71,21,-29.57746479,10,NO
SWDN,1,7,6,-85.71428571,13,NO
GARC,31,46,15,-32.60869565,9,NO
AO1H,6,8,2,-25,10,NO
3PMW,19,73,54,-73.97260274,10,NO
XUDH,2,14,12,-85.71428571,13,NO
0U0B,25,54,29,-53.7037037,15,NO
HXA2,8,11,3,-27.27272727,14,NO
GHRC,84,82,-2,2.43902439,9,NO
Q3DH,92,92,0,0,17,NO
XX45,6,4,-2,50,9,NO
B5YG,0,0,0,NaN,16,NO
UZBV,21,4,-17,425,10,NO
AXTV,17,6,-11,183.3333333,13,NO
SWDN,0,7,7,-100,17,NO
B5YG,0,0,0,NaN,17,NO
ZUZ3,18,55,37,-67.27272727,17,NO
MFHL,41,91,50,-54.94505495,16,NO
DH5J,25,24,-1,4.166666667,11,NO
BF0G,12,70,58,-82.85714286,14,NO
EE0S,65,72,7,-9.722222222,9,NO
DBZG,4,14,10,-71.42857143,17,NO
KV5X,2,39,37,-94.87179487,16,NO
1ROG,23,80,57,-71.25,15,NO
EE0S,68,72,4,-5.555555556,17,NO
21Y5,0,4,4,-100,13,NO
0KO1,0,11,11,-100,13,NO
2TRU,55,101,46,-45.54455446,9,NO
ZUZ3,13,55,42,-76.36363636,12,NO
XIQY,90,67,-23,34.32835821,14,NO
JM3Q,83,85,2,-2.352941176,16,NO
J1IP,24,68,44,-64.70588235,14,NO
S0PH,2,9,7,-77.77777778,9,NO
ANNV,64,93,29,-31.1827957,16,NO
GZUU,44,45,1,-2.222222222,10,NO
2T0Y,3,11,8,-72.72727273,16,NO
UNU4,2,18,16,-88.88888889,11,NO
K2KI,13,12,-1,8.333333333,14,NO
3IP1,6,5,-1,20,16,NO
VLDE,19,0,-19,Infinity,14,NO
C42A,71,96,25,-26.04166667,13,NO
V20F,19,53,34,-64.1509434,15,NO
SKGG,26,34,8,-23.52941176,16,NO
FX4F,2,56,54,-96.42857143,15,NO
UYP5,2,2,0,0,10,NO
SWDN,0,7,7,-100,12,NO
YCRV,62,70,8,-11.42857143,15,NO
L3AP,11,46,35,-76.08695652,17,NO
WK0Z,4,42,38,-90.47619048,10,NO
5LCH,75,92,17,-18.47826087,14,NO
DQTM,20,50,30,-60,15,NO
W1A3,56,70,14,-20,10,NO
BW5P,36,59,23,-38.98305085,17,YES
FFAU,1,7,6,-85.71428571,13,NO
BW5P,39,59,20,-33.89830508,11,NO
SUR1,12,27,15,-55.55555556,10,NO
UBJP,25,59,34,-57.62711864,9,NO
HKPE,0,0,0,NaN,13,NO
YVGA,33,73,40,-54.79452055,10,NO
OKIB,37,59,22,-37.28813559,11,NO
BRC2,5,18,13,-72.22222222,12,NO
JM3Q,82,85,3,-3.529411765,13,NO
0KO1,0,11,11,-100,13,NO
FX4F,4,56,52,-92.85714286,14,NO
HIRY,0,19,19,-100,10,NO
4U0Z,20,51,31,-60.78431373,9,NO
BEHY,81,98,17,-17.34693878,10,NO
JWUI,2,3,1,-33.33333333,17,NO
KV5X,6,39,33,-84.61538462,10,NO
0AAH,2,49,47,-95.91836735,9,NO
C42A,75,96,21,-21.875,15,NO
VLDE,21,0,-21,Infinity,11,NO
JEKQ,4,0,-4,Infinity,14,NO
3G3Y,2,0,-2,Infinity,11,NO
AO1H,3,8,5,-62.5,15,NO
JEKQ,8,0,-8,Infinity,11,NO
1ZNS,8,24,16,-66.66666667,12,NO
ZUZ3,9,55,46,-83.63636364,15,NO
LJU5,18,11,-7,63.63636364,12,NO
AO1H,0,8,8,-100,16,NO
21FQ,6,42,36,-85.71428571,13,NO
3IP1,2,5,3,-60,10,NO
REZR,30,69,39,-56.52173913,9,NO
LJU5,20,11,-9,81.81818182,17,NO
QXY5,14,27,13,-48.14814815,13,NO
0KO1,3,11,8,-72.72727273,9,NO
XUDH,4,14,10,-71.42857143,17,NO
WSZR,30,27,-3,11.11111111,13,NO
1PZ2,0,25,25,-100,15,NO
Q3DH,94,92,-2,2.173913043,11,NO
0F2E,69,93,24,-25.80645161,17,NO
3PMW,16,73,57,-78.08219178,17,NO
B5YG,0,0,0,NaN,12,NO
JEKQ,5,0,-5,Infinity,10,NO
REZR,25,69,44,-63.76811594,14,NO
LOL4,33,47,14,-29.78723404,13,NO
0U0B,28,54,26,-48.14814815,12,NO
V20F,16,53,37,-69.81132075,13,NO
WK0Z,8,42,34,-80.95238095,15,NO
ALNY,84,91,7,-7.692307692,12,NO
XMSH,26,65,39,-60,12,NO
AHDH,6,7,1,-14.28571429,9,NO
R4NX,0,30,30,-100,14,NO
0F2E,65,93,28,-30.10752688,17,NO
SWDN,0,7,7,-100,10,NO
XCCN,4,14,10,-71.42857143,15,NO
L3AP,12,46,34,-73.91304348,9,NO
WSZR,31,27,-4,14.81481481,12,NO
0AAH,0,49,49,-100,12,NO
BW5P,34,59,25,-42.37288136,9,YES
WK0Z,3,42,39,-92.85714286,12,NO
DBWM,3,14,11,-78.57142857,13,NO
5T3E,13,34,21,-61.76470588,10,NO
11H1,58,94,36,-38.29787234,11,NO
VZXG,8,3,-5,166.6666667,14,NO
BW5P,29,59,30,-50.84745763,10,NO
B5YG,0,0,0,NaN,15,NO
XIQY,92,67,-25,37.31343284,9,NO
BW5P,25,59,34,-57.62711864,17,NO
XCCN,6,14,8,-57.14285714,13,NO
XIHC,45,71,26,-36.61971831,12,NO
AXTV,17,6,-11,183.3333333,15,NO
XIQY,96,67,-29,43.28358209,13,NO
3HLN,8,15,7,-46.66666667,9,NO
JWUI,0,3,3,-100,10,NO
UUYC,21,11,-10,90.90909091,17,NO
1PZ2,0,25,25,-100,9,NO
W1A3,51,70,19,-27.14285714,15,NO
BRC2,7,18,11,-61.11111111,17,NO
3I10,51,55,4,-7.272727273,17,NO
FFSE,8,56,48,-85.71428571,11,NO
LZCW,52,92,40,-43.47826087,11,NO
UXWV,45,74,29,-39.18918919,15,NO
REZR,25,69,44,-63.76811594,11,NO
OHBR,21,77,56,-72.72727273,17,NO
FFSE,9,56,47,-83.92857143,15,NO
UBJP,21,59,38,-64.40677966,13,NO
0AAH,2,49,47,-95.91836735,17,NO
GSWR,4,10,6,-60,13,NO
KV5X,2,39,37,-94.87179487,11,NO
JQTM,21,60,39,-65,10,NO
GARC,30,46,16,-34.7826087,15,NO
M5BI,13,14,1,-7.142857143,11,NO
OHBR,22,77,55,-71.42857143,15,NO
CU14,4,26,22,-84.61538462,16,NO
NRRO,32,61,29,-47.54098361,15,YES
G3XP,4,52,48,-92.30769231,14,NO
C42A,70,96,26,-27.08333333,12,NO
2T0Y,1,11,10,-90.90909091,15,NO
JWUI,1,3,2,-66.66666667,12,NO
XCCN,8,14,6,-42.85714286,9,NO
21Y5,0,4,4,-100,15,NO
XMSH,28,65,37,-56.92307692,16,NO
DBLL,49,98,49,-50,10,NO
2T0Y,0,11,11,-100,13,NO
YCRV,58,70,12,-17.14285714,11,NO
JQTM,21,60,39,-65,12,NO
C42A,72,96,24,-25,12,NO
KV5X,3,39,36,-92.30769231,17,NO
LJU5,16,11,-5,45.45454545,13,NO
UNU4,6,18,12,-66.66666667,15,NO
UZBV,18,4,-14,350,15,NO
C42A,67,96,29,-30.20833333,10,NO
ANNV,62,93,31,-33.33333333,16,NO
HIRY,0,19,19,-100,17,NO
SUR1,9,27,18,-66.66666667,15,NO
Y0LZ,7,22,15,-68.18181818,10,NO
CIAW,41,92,51,-55.43478261,12,NO
JWUI,5,3,-2,66.66666667,12,NO
WK0Z,0,42,42,-100,10,NO
VLDE,21,0,-21,Infinity,14,NO
FFAU,0,7,7,-100,12,NO
SKGG,22,34,12,-35.29411765,9,NO
S0PH,0,9,9,-100,15,NO
11H1,56,94,38,-40.42553191,14,NO
XIQY,92,67,-25,37.31343284,14,NO
XX45,8,4,-4,100,14,NO
VSJV,80,84,4,-4.761904762,10,NO
XUDH,3,14,11,-78.57142857,9,NO
UH1P,4,58,54,-93.10344828,16,NO
YVGA,34,73,39,-53.42465753,13,NO
QXY5,17,27,10,-37.03703704,16,NO
CIAW,37,92,55,-59.7826087,16,NO
JM3Q,80,85,5,-5.882352941,15,NO
SWDN,0,7,7,-100,13,NO
ANNV,59,93,34,-36.55913978,15,NO
GHRC,87,82,-5,6.097560976,15,NO
WTKH,42,99,57,-57.57575758,13,NO
JM3Q,77,85,8,-9.411764706,12,NO
DH5J,21,24,3,-12.5,14,NO
EE0S,61,72,11,-15.27777778,16,NO
GHRC,90,82,-8,9.756097561,14,NO
3IP1,3,5,2,-40,10,NO
BF0G,14,70,56,-80,16,NO
ZUZ3,11,55,44,-80,15,NO
EE0S,58,72,14,-19.44444444,11,NO
0U0B,29,54,25,-46.2962963,13,NO
FFAU,2,7,5,-71.42857143,16,NO
VSJV,78,84,6,-7.142857143,13,NO
3I10,49,55,6,-10.90909091,17,NO
ALNY,86,91,5,-5.494505495,15,NO
DBLL,50,98,48,-48.97959184,15,NO
VZXG,8,3,-5,166.6666667,14,NO
LZCW,52,92,40,-43.47826087,13,NO
DBZG,1,14,13,-92.85714286,12,NO
JEKQ,6,0,-6,Infinity,11,NO
DBLL,49,98,49,-50,17,NO
BW5P,19,59,40,-67.79661017,13,NO
DQTM,24,50,26,-52,9,NO
3IP1,0,5,5,-100,10,NO
DBWM,7,14,7,-50,17,NO
QXY5,20,27,7,-25.92592593,10,NO
CU14,1,26,25,-96.15384615,11,NO
H3XQ,17,48,31,-64.58333333,11,NO
C42A,62,96,34,-35.41666667,10,NO
GARC,25,46,21,-45.65217391,14,NO
VLDE,16,0,-16,Infinity,12,NO
UYP5,0,2,2,-100,9,NO
C42A,62,96,34,-35.41666667,15,NO
BW5P,21,59,38,-64.40677966,17,NO
GHRC,92,82,-10,12.19512195,10,NO
HXA2,12,11,-1,9.090909091,17,NO
1ROG,22,80,58,-72.5,10,NO
JWUI,6,3,-3,100,16,NO
Y0LZ,7,22,15,-68.18181818,14,NO
K2KI,14,12,-2,16.66666667,11,NO
2TRU,58,101,43,-42.57425743,17,NO
1ZNS,12,24,12,-50,15,NO
KV5X,0,39,39,-100,12,NO
MFHL,45,91,46,-50.54945055,13,NO
SWDN,0,7,7,-100,16,NO
B5YG,4,0,-4,Infinity,15,NO
J1IP,23,68,45,-66.17647059,16,NO
VSJV,76,84,8,-9.523809524,10,NO
LZCW,56,92,36,-39.13043478,16,NO
WTKH,39,99,60,-60.60606061,13,NO
V20F,14,53,39,-73.58490566,16,NO
5LCH,78,92,14,-15.2173913,15,NO
R4NX,0,30,30,-100,10,NO
BEHY,78,98,20,-20.40816327,16,NO
1PZ2,4,25,21,-84,12,NO
Q3DH,90,92,2,-2.173913043,16,NO
21FQ,2,42,40,-95.23809524,15,NO
AO1H,2,8,6,-75,16,NO
BEHY,78,98,20,-20.40816327,9,NO
WSZR,29,27,-2,7.407407407,11,NO
HKPE,1,0,-1,Infinity,12,NO
Q3DH,91,92,1,-1.086956522,17,NO
3G3Y,0,0,0,NaN,13,NO
GZUU,39,45,6,-13.33333333,14,NO
OKIB,40,59,19,-32.20338983,11,NO
BW5P,17,59,42,-71.18644068,14,NO
DBWM,9,14,5,-35.71428571,12,NO
YVGA,38,73,35,-47.94520548,12,YES
OKIB,43,59,16,-27.11864407,12,NO
3PMW,16,73,57,-78.08219178,15,NO
SKGG,22,34,12,-35.29411765,11,NO
21FQ,4,42,38,-90.47619048,9,NO
AXTV,20,6,-14,233.3333333,15,NO
HIRY,4,19,15,-78.94736842,16,NO
UZBV,20,4,-16,400,16,NO
NRRO,28,61,33,-54.09836066,17,NO
1PZ2,1,25,24,-96,11,NO
UXWV,40,74,34,-45.94594595,17,YES
L3AP,16,46,30,-65.2173913,11,NO
VZXG,3,3,0,0,11,NO
DH5J,21,24,3,-12.5,17,NO
HXA2,10,11,1,-9.090909091,17,NO
Q3DH,94,92,-2,2.173913043,15,NO
0KO1,4,11,7,-63.63636364,13,NO
JEKQ,4,0,-4,Infinity,14,NO
HKPE,2,0,-2,Infinity,9,NO
FX4F,5,56,51,-91.07142857,13,NO
4U0Z,20,51,31,-60.78431373,10,NO
DBZG,0,14,14,-100,10,NO
W1A3,52,70,18,-25.71428571,14,NO
M5BI,13,14,1,-7.142857143,15,NO
ALNY,86,91,5,-5.494505495,11,NO
3HLN,7,15,8,-53.33333333,15,NO
KV5X,0,39,39,-100,12,NO
VLDE,11,0,-11,Infinity,15,NO
1ROG,17,80,63,-78.75,10,NO
BEHY,82,98,16,-16.32653061,17,NO
V20F,12,53,41,-77.35849057,12,NO
BRC2,9,18,9,-50,10,NO
0AAH,0,49,49,-100,15,NO
AHDH,9,7,-2,28.57142857,17,NO
VSJV,72,84,12,-14.28571429,12,NO
11H1,57,94,37,-39.36170213,14,NO
XCCN,3,14,11,-78.57142857,15,NO
VZXG,2,3,1,-33.33333333,12,NO
ANNV,65,93,28,-30.10752688,11,NO
XIHC,41,71,30,-42.25352113,10,NO
SWDN,0,7,7,-100,16,NO
MFHL,46,91,45,-49.45054945,12,NO
REZR,22,69,47,-68.11594203,12,NO
0U0B,26,54,28,-51.85185185,14,NO
0F2E,69,93,24,-25.80645161,10,NO
LOL4,30,47,17,-36.17021277,14,NO
JEKQ,6,0,-6,Infinity,16,NO
CIAW,40,92,52,-56.52173913,15,NO
G3XP,1,52,51,-98.07692308,11,NO
WK0Z,0,42,42,-100,12,NO
JEKQ,2,0,-2,Infinity,17,NO
C42A,59,96,37,-38.54166667,12,NO
R4NX,0,30,30,-100,17,NO
XIQY,89,67,-22,32.8358209,15,NO
XX45,7,4,-3,75,12,NO
ZUZ3,12,55,43,-78.18181818,13,NO
2T0Y,1,11,10,-90.90909091,13,NO
5T3E,12,34,22,-64.70588235,17,NO
5LCH,80,92,12,-13.04347826,16,NO
3PMW,12,73,61,-83.56164384,16,NO
JQTM,24,60,36,-60,11,NO
WSZR,36,27,-9,33.33333333,15,NO
L3AP,19,46,27,-58.69565217,9,NO
ANNV,63,93,30,-32.25806452,12,NO
OHBR,18,77,59,-76.62337662,9,NO
J1IP,26,68,42,-61.76470588,10,NO
M5BI,9,14,5,-35.71428571,13,NO
FFSE,7,56,49,-87.5,14,NO
S0PH,3,9,6,-66.66666667,17,NO
H3XQ,21,48,27,-56.25,17,NO
UUYC,24,11,-13,118.1818182,13,NO
NRRO,27,61,34,-55.73770492,17,NO
XUDH,3,14,11,-78.57142857,14,NO
SUR1,9,27,18,-66.66666667,11,NO
WSZR,33,27,-6,22.22222222,14,NO
SKGG,20,34,14,-41.17647059,14,NO
UNU4,10,18,8,-44.44444444,9,NO
3IP1,5,5,0,0,12,NO
11H1,54,94,40,-42.55319149,12,NO
BF0G,17,70,53,-75.71428571,13,NO
GSWR,2,10,8,-80,17,NO
YCRV,56,70,14,-20,12,NO
11H1,53,94,41,-43.61702128,9,NO
0KO1,2,11,9,-81.81818182,13,NO
UH1P,7,58,51,-87.93103448,11,NO
JM3Q,81,85,4,-4.705882353,17,NO
SWDN,0,7,7,-100,14,NO
21Y5,4,4,0,0,10,NO
LOL4,26,47,21,-44.68085106,16,NO
DBLL,50,98,48,-48.97959184,10,NO
BW5P,16,59,43,-72.88135593,14,NO
CIAW,41,92,51,-55.43478261,14,NO
1ROG,15,80,65,-81.25,9,NO
3HLN,3,15,12,-80,17,NO
XMSH,29,65,36,-55.38461538,12,NO
BEHY,79,98,19,-19.3877551,11,NO
CIAW,37,92,55,-59.7826087,10,NO
LZCW,57,92,35,-38.04347826,12,NO
VSJV,69,84,15,-17.85714286,12,NO
G3XP,0,52,52,-100,15,NO
UBJP,20,59,39,-66.10169492,16,NO
REZR,22,69,47,-68.11594203,16,NO
UUYC,19,11,-8,72.72727273,15,NO
XUDH,7,14,7,-50,13,NO
GSWR,0,10,10,-100,12,NO
CU14,0,26,26,-100,16,NO
4U0Z,17,51,34,-66.66666667,11,NO
UYP5,1,2,1,-50,16,NO
UZBV,22,4,-18,450,11,NO
NRRO,27,61,34,-55.73770492,12,NO
UH1P,2,58,56,-96.55172414,17,NO
G3XP,0,52,52,-100,13,NO
QXY5,17,27,10,-37.03703704,17,NO
DBLL,47,98,51,-52.04081633,14,NO
LJU5,17,11,-6,54.54545455,12,NO
FFAU,1,7,6,-85.71428571,17,NO
XCCN,4,14,10,-71.42857143,14,NO
3I10,50,55,5,-9.090909091,13,NO
QXY5,17,27,10,-37.03703704,13,NO
UXWV,39,74,35,-47.2972973,14,NO
SWDN,1,7,6,-85.71428571,14,NO
L3AP,20,46,26,-56.52173913,12,NO
Q3DH,93,92,-1,1.086956522,15,NO
W1A3,49,70,21,-30,9,NO
1ZNS,9,24,15,-62.5,16,NO
JWUI,4,3,-1,33.33333333,17,NO
L3AP,21,46,25,-54.34782609,14,NO
YVGA,35,73,38,-52.05479452,13,NO
V20F,12,53,41,-77.35849057,13,NO
LJU5,12,11,-1,9.090909091,9,NO
HXA2,5,11,6,-54.54545455,17,NO
0F2E,65,93,28,-30.10752688,9,NO
XIQY,86,67,-19,28.35820896,17,NO
VLDE,6,0,-6,Infinity,10,NO
UBJP,20,59,39,-66.10169492,14,NO
ANNV,63,93,30,-32.25806452,16,NO
K2KI,17,12,-5,41.66666667,14,NO
3PMW,13,73,60,-82.19178082,10,NO
LOL4,29,47,18,-38.29787234,11,NO
3IP1,9,5,-4,80,14,NO
KV5X,2,39,37,-94.87179487,12,NO
AO1H,0,8,8,-100,9,NO
DH5J,23,24,1,-4.166666667,9,NO
JQTM,25,60,35,-58.33333333,9,NO
HIRY,0,19,19,-100,9,NO
1PZ2,0,25,25,-100,12,NO
3PMW,8,73,65,-89.04109589,17,NO
4U0Z,16,51,35,-68.62745098,14,NO
EE0S,62,72,10,-13.88888889,15,NO
3G3Y,0,0,0,NaN,16,NO
LOL4,24,47,23,-48.93617021,15,NO
R4NX,0,30,30,-100,13,NO
XMSH,29,65,36,-55.38461538,14,NO
WTKH,40,99,59,-59.5959596,10,NO
HIRY,2,19,17,-89.47368421,10,NO
DBZG,2,14,12,-85.71428571,15,NO
XIQY,89,67,-22,32.8358209,9,NO
HKPE,0,0,0,NaN,11,NO
21Y5,3,4,1,-25,9,NO
UZBV,21,4,-17,425,15,NO
XIQY,89,67,-22,32.8358209,12,NO
DQTM,24,50,26,-52,14,NO
HXA2,5,11,6,-54.54545455,14,NO
GZUU,40,45,5,-11.11111111,13,NO
S0PH,2,9,7,-77.77777778,16,NO
2T0Y,0,11,11,-100,17,NO
QXY5,19,27,8,-29.62962963,11,NO
BRC2,4,18,14,-77.77777778,11,NO
UBJP,19,59,40,-67.79661017,16,NO
0AAH,0,49,49,-100,14,NO
JM3Q,79,85,6,-7.058823529,10,NO
HKPE,0,0,0,NaN,12,NO
FX4F,4,56,52,-92.85714286,11,NO
21FQ,3,42,39,-92.85714286,12,NO
3IP1,11,5,-6,120,9,NO
XIHC,42,71,29,-40.84507042,15,NO
ALNY,87,91,4,-4.395604396,14,NO
Y0LZ,11,22,11,-50,12,NO
HIRY,0,19,19,-100,13,NO
FFAU,1,7,6,-85.71428571,16,NO
BW5P,18,59,41,-69.49152542,15,NO
GZUU,40,45,5,-11.11111111,16,NO
GARC,23,46,23,-50,17,NO
AXTV,19,6,-13,216.6666667,16,NO
1ZNS,7,24,17,-70.83333333,10,NO
JEKQ,0,0,0,NaN,10,NO
B5YG,6,0,-6,Infinity,16,NO
XCCN,0,14,14,-100,10,NO
AXTV,17,6,-11,183.3333333,9,NO
QXY5,19,27,8,-29.62962963,11,NO
OKIB,38,59,21,-35.59322034,11,YES
0F2E,64,93,29,-31.1827957,17,NO
S0PH,0,9,9,-100,9,NO
0KO1,2,11,9,-81.81818182,14,NO
OKIB,41,59,18,-30.50847458,15,NO
1PZ2,0,25,25,-100,12,NO
ALNY,85,91,6,-6.593406593,16,NO
DQTM,27,50,23,-46,14,NO
VSJV,69,84,15,-17.85714286,16,NO
BW5P,17,59,42,-71.18644068,13,NO
DBZG,5,14,9,-64.28571429,14,NO
BRC2,0,18,18,-100,9,NO
FFSE,2,56,54,-96.42857143,10,NO
11H1,53,94,41,-43.61702128,16,NO
2TRU,57,101,44,-43.56435644,10,NO
GHRC,88,82,-6,7.317073171,11,NO
SUR1,12,27,15,-55.55555556,9,NO
SKGG,18,34,16,-47.05882353,16,NO
YVGA,39,73,34,-46.57534247,11,YES
DBWM,8,14,6,-42.85714286,9,NO
H3XQ,24,48,24,-50,10,NO
FFSE,0,56,56,-100,9,NO
DH5J,21,24,3,-12.5,17,NO
XIHC,42,71,29,-40.84507042,17,NO
DBLL,46,98,52,-53.06122449,12,NO
SUR1,11,27,16,-59.25925926,11,NO
WSZR,37,27,-10,37.03703704,14,NO
QXY5,19,27,8,-29.62962963,16,NO
J1IP,23,68,45,-66.17647059,12,NO
VLDE,8,0,-8,Infinity,16,NO
WK0Z,0,42,42,-100,9,NO
3IP1,10,5,-5,100,9,NO
JWUI,0,3,3,-100,14,NO
HKPE,4,0,-4,Infinity,11,NO
GHRC,84,82,-2,2.43902439,15,NO
XUDH,10,14,4,-28.57142857,17,NO
ALNY,88,91,3,-3.296703297,16,NO
AHDH,10,7,-3,42.85714286,13,NO
UYP5,0,2,2,-100,12,NO
BF0G,12,70,58,-82.85714286,17,NO
OHBR,16,77,61,-79.22077922,14,NO
SKGG,14,34,20,-58.82352941,16,NO
YCRV,56,70,14,-20,16,NO
REZR,26,69,43,-62.31884058,10,NO
K2KI,15,12,-3,25,12,NO
MFHL,41,91,50,-54.94505495,9,YES
HIRY,1,19,18,-94.73684211,12,NO
0AAH,2,49,47,-95.91836735,13,NO
DBZG,0,14,14,-100,14,NO
UH1P,0,58,58,-100,17,NO
SWDN,0,7,7,-100,10,NO
SKGG,18,34,16,-47.05882353,13,NO
Q3DH,89,92,3,-3.260869565,10,NO
0U0B,22,54,32,-59.25925926,11,NO
0F2E,60,93,33,-35.48387097,10,NO
WK0Z,0,42,42,-100,11,NO
CIAW,39,92,53,-57.60869565,17,NO
GZUU,40,45,5,-11.11111111,14,NO
C42A,60,96,36,-37.5,12,NO
JQTM,24,60,36,-60,9,NO
AHDH,11,7,-4,57.14285714,10,NO
3PMW,3,73,70,-95.89041096,11,NO
WTKH,43,99,56,-56.56565657,13,NO
XMSH,27,65,38,-58.46153846,9,NO
UUYC,14,11,-3,27.27272727,13,NO
ZUZ3,10,55,45,-81.81818182,13,NO
1PZ2,1,25,24,-96,11,NO
ANNV,61,93,32,-34.40860215,10,NO
LOL4,24,47,23,-48.93617021,10,NO
UZBV,16,4,-12,300,10,NO
LOL4,22,47,25,-53.19148936,17,NO
HXA2,5,11,6,-54.54545455,17,NO
CU14,1,26,25,-96.15384615,13,NO
Y0LZ,10,22,12,-54.54545455,13,NO
1ROG,18,80,62,-77.5,10,NO
UUYC,17,11,-6,54.54545455,14,NO
VZXG,0,3,3,-100,9,NO
5LCH,79,92,13,-14.13043478,11,NO
R4NX,2,30,28,-93.33333333,14,NO
UUYC,15,11,-4,36.36363636,15,NO
3HLN,7,15,8,-53.33333333,10,NO
5T3E,10,34,24,-70.58823529,13,NO
M5BI,9,14,5,-35.71428571,12,NO
SWDN,4,7,3,-42.85714286,14,NO
S0PH,4,9,5,-55.55555556,10,NO
XMSH,24,65,41,-63.07692308,12,NO
NRRO,30,61,31,-50.81967213,17,NO
S0PH,2,9,7,-77.77777778,15,NO
3HLN,4,15,11,-73.33333333,10,NO
J1IP,21,68,47,-69.11764706,13,NO
3G3Y,2,0,-2,Infinity,16,NO
XX45,6,4,-2,50,11,NO
0KO1,3,11,8,-72.72727273,11,NO
1ZNS,4,24,20,-83.33333333,9,NO
BEHY,76,98,22,-22.44897959,16,NO
UNU4,6,18,12,-66.66666667,15,NO
4U0Z,16,51,35,-68.62745098,16,NO
ALNY,87,91,4,-4.395604396,15,NO
FFAU,0,7,7,-100,9,NO
FX4F,6,56,50,-89.28571429,13,NO
21FQ,4,42,38,-90.47619048,11,NO
GSWR,0,10,10,-100,10,NO
0F2E,62,93,31,-33.33333333,17,NO
KV5X,0,39,39,-100,15,NO
GHRC,84,82,-2,2.43902439,17,NO
1ZNS,5,24,19,-79.16666667,15,NO
L3AP,20,46,26,-56.52173913,10,NO
5LCH,77,92,15,-16.30434783,11,NO
REZR,24,69,45,-65.2173913,9,NO
1ZNS,4,24,20,-83.33333333,12,NO
1PZ2,1,25,24,-96,12,NO
G3XP,2,52,50,-96.15384615,14,NO
JM3Q,79,85,6,-7.058823529,9,NO
2TRU,53,101,48,-47.52475248,17,NO
EE0S,58,72,14,-19.44444444,17,NO
UXWV,42,74,32,-43.24324324,9,NO
HIRY,5,19,14,-73.68421053,13,NO
UUYC,13,11,-2,18.18181818,9,NO
M5BI,12,14,2,-14.28571429,11,NO
WK0Z,3,42,39,-92.85714286,12,NO
QXY5,18,27,9,-33.33333333,10,NO
JEKQ,0,0,0,NaN,11,NO
B5YG,2,0,-2,Infinity,9,NO
W1A3,46,70,24,-34.28571429,10,NO
AO1H,0,8,8,-100,9,NO
LZCW,60,92,32,-34.7826087,17,NO
V20F,10,53,43,-81.13207547,13,NO
3I10,53,55,2,-3.636363636,14,NO
0AAH,0,49,49,-100,13,NO
LZCW,58,92,34,-36.95652174,11,NO
DQTM,25,50,25,-50,11,NO
MFHL,36,91,55,-60.43956044,9,YES
